Category,Film Title,Speech,Winner,Year
 Documentary (Short Subject), You Don't Have to Die,"We'd like to thank the Gaes family whom the film was about.  Our crew:  Greg Andracke, Eoin McCann, Nancy Frazen, John Canemaker, our animator.  At HBO, Sheila Nevins, Cis Wilson, everyone there who helped.  Beth Howland, Jennifer Warren, who had the idea in the first place.  And of course, our family.MALCOLM CLARKE:He speaks a lot faster than me.  I'm gonna go a little slower.  I just want to thank the Academy for continuing to recognize the significance, the uniqueness of documentary film.  It's very good to know that the documentary tradition is alive and well and appreciated by the members of this Academy. Thank you very much."," William Guttentag and Malcolm Clarke, Producers", 1988 (61st) Academy Awards
 Documentary (Short Subject), The Johnstown Flood,"Thank you.  I'm a very lucky man.  Thank God Noah didn't make films.  I want to thank and to honor the people of Johnstown, Pennsylvania, who endured probably America's greatest disaster.  And for those who saved me from one: my cameraman Erich Roland; Cathy Shields, my editor.  To Michael Bacon, who wrote the music.  To Donna Devereaux and to Gwen Williams.  And especially to my wife and to the greatest associate producer who ever held a producer's hand, my daughter Grace.  Thanks to the Academy for supporting everything."," Charles Guggenheim, Producer", 1989 (62nd) Academy Awards
 Documentary (Short Subject), Days of Waiting,"I didn't trip.  I'd like to thank the Corporation for Public Broadcasting and the Wallace Alexander Gerbode Foundation for funding me.  I'd like to thank Cheryl Yoshioka and Bacon Sakatani for working on the film.  I'd like to thank my friends and family, particularly my mother and father for their support. And I'd like to dedicate this to Estelle Ishigo who devoted her life to fighting racism.  Thank you."," Steven Okazaki, Producer", 1990 (63rd) Academy Awards
 Documentary (Short Subject)," Deadly Deception: General Electric, Nuclear Weapons and Our Environment","I want to share this wonderful honor tonight with INFACT, the national organization that is campaigning to get General Electric and all other companies out of the deadly nuclear weapons industry.  INFACT supporters all over the world helped us tell the real story about the company that falsely claims it brings good things to life.  I was very fortunate to work with a talented production crew including cinematographer Fawn Yacker and editor Joan Lefkowitz.  Finally, I am very grateful to my friends and family, particularly to Kim Klausner, my life partner, who always had faith in me, and to our son Noah who reminds me on a daily basis of why it's so important not to give up and to keep working for peace and justice.  Thank you very much, and boycott GE!"," Debra Chasnoff, Producer", 1991 (64th) Academy Awards
 Documentary (Short Subject), Educating Peter,"Pretty heavy [referring to the Oscar] when you have to carry two.  Thank you, Academy.  And I'm dedicating this to my partner, Tom Goodwin—business partner—who died this past year, and his wife Dorothy Jackson.  At Home Box Office, I want to thank for her vision and faith, Sheila Nevins; and thank you, Michael Fuchs, Carole Rosen, Milton Ginsberg and Carrie Anne Tollis*. Thanks and love to Peter's family, Martha Stallings and the third grade class at Gilbert Linkous, Doug Bickel*, and Gary Griffin, Bob Silverthorne, Dan Rogers*.  And from State of the Art, Laura Nieboer, Debbie Mertin*, Roberta Hank and Susan Gonzales.  My family and siblings, my husband Grady, my daughters Charlotte and Emily.  And I'd like to say for the advocates of full inclusion for people with disabilities in our society, let us please move forward.  Thank you very much."," Thomas C. Goodwin and Gerardine Wurzburg, Producers", 1992 (65th) Academy Awards
 Documentary (Short Subject), Defending Our Lives,"Thank you.  This award honors the women and children who have suffered and those who have lost their lives because of domestic violence.RENNER WUNDERLICH:Thanks so much to our co-producer Stacey Kabat and to our colleagues who worked so hard on ""Defending Our Lives.""  And special thanks to the brave women whose names, voices, and faces made this film come to life.  Thank you so much.STACEY KABAT:Domestic violence is the leading cause of injury to women in the United States.  Please, we need all your help to stop this."," Margaret Lazarus, Renner Wunderlich", 1993 (66th) Academy Awards
 Documentary (Short Subject), A Time for Justice,"To my wonderful editor Cathy Shields.  To Michael Bacon, for his wonderful music.  To my beautiful, wonderful daughter Grace, for her production.  But perhaps most of all we would agree, to the Southern Poverty Law Center in Montgomery, Alabama, and Morris Dees who leads that.  Sara Bullard and Richard Cohen, who take their life into their hands each year to fight bigotry and hatred in this country.  And to those people who fought the battle for voting in this country, who died and suffered, but we remember by this [holding up the Oscar].  Thank you.", Charles Guggenheim, 1994 (67th) Academy Awards
,,,,
 Documentary (Short Subject), Breathing Lessons: The Life and Work of Mark O'Brien,"What a thrill.  You know you've entered new territory when you realize that your outfit cost more than your film.  You think I'm joking, but... This was a labor of love involving much of both from some very wonderful people.  Sandy Close from Pacific News Service, Shana Hagan, Sandra Tsing Loh, my family, the funders, the good people at ""Reel Life,"" and my dear husband Mark Salzman. But my deepest thanks must go to Mark O'Brien.  He is a gifted writer who has lived for the past forty-one years paralyzed in an iron lung.  Mark hates to be called brave or courageous because he's never wanted to be seen as a hero, but, more importantly, as a human being.  Well, Mark, it was not your bravery but your humanity that earned this award.  Cheers.", Jessica Yu, 1996 (69th) Academy Awards
 Documentary (Short Subject), A Story of Healing,"Carol and I would like to thank the Academy for recognizing the selfless efforts of the doctors and nurses of Interplast.  They've changed the lives of thousands of children all over the world.  We'd like to thank everyone who made this film possible.  Chuck, and Mark, and Susan, and our crew.  Rock, and Rich, and Bob, and our editor David.  And I'd like to send my love to my love Mike for teaching me perspective, and to my son Brian for teaching me persistence. Thank you.CAROL PASTERNAK:Thank you!  Thank you!"," Donna Dewey, Carol Pasternak", 1997 (70th) Academy Awards
 Documentary (Short Subject), The Personals: Improvisations on Romance in the Golden Years,"Thank you.  Who would have thought a girl from Japan can make a movie about Jewish senior citizens and actually receive this award.  Thank you.  I'm extremely grateful to Seth Glassman and my wonderful, wonderful seniors in my movie.  And extra special, special thanks to Sheila Nevins of HBO, and my editor Milton Ginsberg, who's here up there somewhere, and my cinematographer, my co-filmmaker, my husband, Greg Pak.  And I would also like to thank the Academy for recognizing the short documentary films.  And I hope that you will continue to do so.  And finally, my mother, for letting me come to the United States so I can follow my dream to become a filmmaker.  Thank you.", Keiko Ibi, 1998 (71st) Academy Awards
 Documentary (Short Subject), King Gimp,"We have followed Dan Keplinger for thirteen years.  An amazing spirit in a body that society may not have included, but tonight he is included, and he's honored as an artist, and we thank the Academy for giving him this honor.  And we thank Sheila Nevins at HBO for transforming the world of documentaries and for nurturing us and giving us wings, and in exchange we give her ""King Gimp."" We thank the University of Maryland where we work.  We thank Nancy Walzog at HBO.  My friends and family, I'm here because of you tonight.WILLIAM A. WHITEFORD:Linda, supermom, who made Dan's independence possible.  And Dan's spirit that touches us all in his writing and his art, who inspired Michael Bacon's music and the sensitive editing of Geof Bartz.  Our Baltimore crew.  Love to Sussy*, baby wow!"," Susan Hannah Hadary, William A. Whiteford", 1999 (72nd) Academy Awards
 Documentary (Short Subject), Big Mama,"Wow, talk about beginner's luck.  Thank you very much, members of the Academy.  This is my first film, but I certainly didn't work with beginners. I thank the entire team of documentary people at HBO:  Jeff Bewkes, Chris Albrecht, and most especially, thank you, Sheila Nevins.  Also Geof Bartz, Julie Anderson.  There are a few people who were with me from the very beginning three years ago:  Mitchell Block, Lisa Leeman, and my cinematographer Tamara Goldsworthy.  I'm here because of my family and friends.  Thank you, I wish I could name you all.  Lastly, I want to dedicate this award to my film's subjects, Walter Dees and his grandmother Viola, who died, unfortunately, in December at ninety-one.  I'm sure she would want though to share this award with the grandmothers like her who are struggling to raise a generation of children whose own parents abandoned them.  Thanks very much, and thank you to all those grandparents out there.  Thank you.", Tracy Seretean, 2000 (73rd) Academy Awards
 Documentary (Short Subject), Thoth,"We thank the Academy for their wonderful tribute and for supporting this category still.  We thank security for letting Thoth play on the red carpet. I am so grateful to everyone who helped me make this film and to HBO which is our new home.  And a big kiss for their support to James and Phoebe Lapine, Jack and Adelaide Kernochan and Romeo Gigli.  I made this film to call attention to a man who, in a world where people are waging so much war, this man takes to the street and wages love nearly every day of his life.  And so I hope that he will think of this as all that love coming right back at him. Thank you."," Sarah Kernochan, Lynn Appelle", 2001 (74th) Academy Awards
 Documentary (Short Subject), Twin Towers,"We did it Joe.  On September 11th, Detective Joseph Vigiano and his brother John made the ultimate sacrifice for their country.  You all have honored them with this trophy.  Thank you, Maury Povich, for everything.  Thank you, Peter Jankowski, for your vision.  Thank you, Alan Berger, for your guidance.  And to my wife Lisa and son Dylan, thank you for your love and support.BILL GUTTENTAG:I'd like to also thank some of the others who helped make this film.  Dick Wolf, Lisa and Charles Engel, Dan Sturman, Kate Adler, Phil Marshall, Michael Schweitzer.  No matter where you're from, we're all New Yorkers.  Thank you very much."," Bill Guttentag, Robert David Port", 2002 (75th) Academy Awards
 Documentary (Short Subject), Chernobyl Heart,"Thank you.  This is an amazing honor.  I feel you're also honoring the people of Chernobyl who are suffering the effects of radiation still, eighteen years later after the world's worst accident at the reactor.  I could not have made this film without Adi Roche.  She's up there.  She heads the Chernobyl Children's Project and they are saving lives every day.  Adi is a true hero. Sheila Nevins from HBO has been a wonderful mentor and she's an amazing woman and I wouldn't be standing here without her.  It's not easy to stand here. Dr. William Novick also saves the lives of children in Belarus and all over the world with the International Children's Heart Foundation.   Angie Kenny is also here.  She's my friend and worked on the film and I want to thank her.  I want to thank John Custodio, Rogelio Velasco.  I want to thank my mother--who's here with me tonight, she's smiling back there--for everything. My father, who's home in Pearl River, for being there for me.  All my brothers and sisters--I have a big family, I won't name them all--but they're all here and I love them all and I thank them for their support.  Thank you very much.", Maryann DeLeo, 2003 (76th) Academy Awards
 Documentary (Short Subject), Mighty Times: The Children's March,"We did it. I don't know about many of you, but I've been sitting in a bathtub since I was eight years old practicing this Oscar speech. And it never quite stayed the same.First off, I want to thank the Academy of Motion Pictures for this award we both got. Bob and I live together and we work together. If you're watching this on TV, don't try that at home. He directs, I produce. I want to first start off by thanking HBO, for their knowledge of documentaries for fifteen, twenty years has really brought it to the forefront now. I want to thank Chris Albrecht, Dolores Morris, Sheila Nevins. And together with this last film, we had a new partner to work with HBO with: Southern Poverty Law Center.", Robert Hudson and Bobby Houston, 2004 (77th) Academy Awards
 Documentary (Short Subject), A Note of Triumph: The Golden Age of Norman Corwin,"Attention must be paid, indeed.  I'd like to dedicate this award to Norman Corwin.  Norman, I hope you're watching tonight and I hope your words last forever.  I'd like to thank Sheila Nevins.  I'd like to thank my wife Susie. And I'd like to thank my producing partner here, Corinne Marrinan.CORINNE MARRINAN:Thank you, Eric.  We'd also like to thank our families, mothers, fathers, Amy.  Mark Herzog and HBO, thank you very much.  And I'd like to thank the Academy for seating me next to George Clooney at the Nominees Luncheon.", Corinne Marrinan and Eric Simonson, 2005 (78th) Academy Awards
 Documentary (Short Subject), The Blood of Yingzhou District,"Thank you, everyone. A treacherous profession, documentary film. One part of our hearts with remote villages in Anhui, China, the other part burning to get here, Beverly Hills. Complicated. Quite complicated.Our thanks to Jing Jun and Li Xiguang, Joan Ganz Cooney, our Chinese-American supporters, the Starr Foundation, Sheila Nevins of HBO, Qu Ke, Chung Ma, the whole China crew.  And most importantly, Zhang Ying, who let us film her work.RUBY YANG:[In Mandarin:]  Special thanks to all the AIDS heroes and friends and supporters of our project. Thank you.", Ruby Yang and Thomas Lennon, 2006 (79th) Academy Awards
 Documentary (Short Subject), Freeheld,"Thank you.  It was Lieutenant Laurel Hester's dying wish that her fight against discrimination would make a difference for all the same-sex couples across the country that face discrimination every day, discrimination that I don't face as a married woman.  I want to thank Sheila Nevins and HBO for making this film have a broadcast and a home on Cinemax later this year.  To my husband Matthew Syrett, who took care of our children and held down a full-time job so that we could make this film.  And to our incredible team in New York, thank you so much.VANESSA ROTH:And to all our supporters and our families who believed even a thirty-eight minute movie could change minds and lives, and our children who remind us about what's really important.  And to Stacie, who's here tonight, who's really auto mechanic by day but hero in life who always did what was right. And she's here tonight.  So thank you so much.  Thank you.CYNTHIA WADE:Thank you, Stacie.  Thank you.", Cynthia Wade and Vanessa Roth, 2007 (80th) Academy Awards
 Documentary (Short Subject), Smile Pinki,"Wow!  Oh, to be in a room with all this talent, lucky me.  And to tell stories for a living, lucky me.  And to have a family and friends who love me and my movies totally, unconditionally.  Documentary, like all filmmaking, is a complete team sport, and I'd like to thank my editor Purcell Carson, cinematographers Nick Doob and Jon Shenk, field producer Nandini Rajwade, and from HBO Sheila Nevins and Lisa Heller.  The same magic that happens in our film happens every day for children with clefts all around the world because of a terrific organization called The Smile Train.  But most importantly for documentary filmmakers it's our subjects:  the incredible Dr. Subodh and his team, Ghutaru Chauhan, and our heroine Pinki Kumari.  Thank you, thank you, thank you for letting me tell your inspiring story.  What a gift.  Thank you all so much.", Megan Mylan, 2008 (81st) Academy Awards
 Documentary (Short Subject), Music by Prudence,"Oh my god.  This is amazing.  Two years ago when I got on an airplane and went to Zimbabwe, I never imagined in my wildest dreams that I'd end up here. This is so exciting—ELINOR  BURKETT:Don't you like that the man never lets the woman talk.  Isn't that just the classic thing?  You know, in a world in which most of us are told and tell ourselves that we can't, Liyana, the band behind this film, teaches us that we're wrong.  Against all odds, they did, so we can.  So the bottom line is, to me, my role models and my heroes:  Marvelous, and Energy, Tapiwa, Goodwell, the whole rest of the band, and especially Prudence.ROGER ROSS WILLIAMS:And Prudence, who is here, who is back there tonight.  Prudence is here tonight.  This is for Prudence.", Roger Ross Williams and Elinor Burkett, 2009 (82nd) Academy Awards
 Documentary (Short Subject), Strangers No More,"Wow, what a great year for docs.  Thank you most of all to the exceptional immigrant and refugee children from forty-eight countries at Tel Aviv's remarkable Bialik-Rogozin School.  You've shown us that through education, understanding and tolerance, peace really is possible.KIRK SIMON:Love and gratitude to our visionary executive producer, Lin Arison; HBO's finest, Sheila Nevins; our co-producer and editor, Nancy Baker; cinematographer Buddy Squires; the courageous principal, Karen Tal; the children who opened their hearts to us; and the precious Oliver and Allegra Simon.  Thank you.", Karen Goodman and Kirk Simon, 2010 (83rd) Academy Awards
 Documentary (Short Subject), Saving Face,"Well, it's more important that the Pakistani on the stage speak instead of me, but I just quickly want to simply thank HBO, Sheila Nevins, Lisa Heller, for making this film possible, my wife Erin, and our editor Davis. But please, please, Sharmeen, speak.SHARMEEN OBAID-CHINOY:Daniel and I want to dedicate this award to all the heroes working on the ground in Pakistan, including Dr. Mohammad Jawad, who's here with us today, the plastic surgeon working on rehabilitating all these women.  Rukhsana and Zakia, who are our main subjects of the film, whose resilience and bravery in the face of such adversity is admirable. And to all the women in Pakistan who are working for change, don't give up on your dreams. This is for you.", Daniel Junge and Sharmeen Obaid-Chinoy, 2011 (84th) Academy Awards
 Documentary (Short Subject), Inocente,"Thank you so much for this. We just want to thank, quickly, our amazing producer, Albie Hecht, who went the distance with us. And Susan and Yael and Ryan, and Jeff Consiglio, our incredible editor who's with us on all our, like, artistic exploits.SEAN FINE:And most of all, we want to thank this young lady who was homeless just a year ago. And now she's standing in front of all of you. And she's an artist and all of you are artists, and we feel like we need to start supporting the arts. They're dying in our communities. And all of us artists, we need to stand up and help girls like her be seen and heard. It's so important. Thank you.", Sean Fine and Andrea Nix Fine, 2012 (85th) Academy Awards
 Documentary (Short Subject), The Lady in Number 6: Music Saved My Life,"Thank you. When I met Alice Sommer I was struck by two things: her extraordinary capacity for joy and her amazing capacity for forgiveness. For those of you who don't know it, the amazing Alice Sommer died one week ago today. She was 110. She died quietly. And so this [holding up his Oscar] really is, and that [referring to the other Oscar], they're both for Alice. She was a woman who taught everyone on my crew to be a little bit more optimistic and a little bit more happy about all the things that were happening in our lives. And, see the film. She'll help you live, I think, a much happier life. Thank you so much. Thank you, Nick.NICHOLAS REED:Thank you to the crew, Chris Branch, Phil Goldfine, Frederic, Tim, Kieran, [unintelligible] and Carl.", Malcolm Clarke and Nicholas Reed, 2013 (86th) Academy Awards
 Documentary (Short Subject), Crisis Hotline: Veterans Press 1,"You make this look easy. Oh my god. We want to thank the dedicated people at the crisis line and everywhere who care for veterans as if their own lives depended on it. This immense, incredible honor really goes to the veterans and their families who are brave enough to ask for help. We want to thank the Academy, the visionary Sheila Nevins, who backed us all the way. HBO, Jackie Glover, Geof Bartz, our incredible crew, Don, Jake, Mom, Dad and Dana Perry.DANA PERRY:Okay, I'd also like to thank the Academy. I had to write this down so I don't forget my children's names. My family: my husband Hart Perry, my children [music begins] Nicholas, Michael Perry. And I want to dedicate this to my son Evan Perry. We lost him to suicide. We should talk about suicide out loud. This is for him. Thank you.", Ellen Goosenberg Kent and Dana Perry, 2014 (87th) Academy Awards
 Documentary (Short Subject), A Girl in the River: The Price of Forgiveness,"Thank god I have two of them now [laughs]. This is what happens when determined women get together. From Saba, the woman in my film who remarkably survived an honor killing and shared her story, to Sheila Nevins and Lisa Heller from HBO, to Tina Brown, who supported me from day one. To the men who champion women, like Geof Bartz in my film, who's edited the film, to Asad Faruqi, to my friend Ziad, who brought this film to the government. To all the brave men out there, like my father and my husband, who push women to go to school and work and who want a more just society for women. Last week – this week the Pakistani Prime Minister has said that he will change the law on honor killing after watching this film. That is the power of film.=============================Thank you scroll (as it appeared on the live broadcast):Sharmeen Obaid-Chinoy would like to thank: HBO, Sheila Nevins, Tina Brown, Lisa Heller, Geof Bartz &amp; Alex. To my soul mate who inspires me. My mother Saba. Siblings: Mahjabeen, Mehreen, Sana, Hadeel, Humza. SOC Films: Asad, Haya, Wasif, Nadir, Husain, Maheen, Zehra, Aatir, Shahzad, Ali, Raheel, Saad, Anas, Sualeha. Waadi Animations, CAP. Essentials: Selina, Zubair, Bina, Sania. Mentors: Bill Abrams, Ann Derry, Kevin Sutcliffe, Ed Robbins. Friends: Ziad, Salim, Maheen, Sabeen, STK, Mariam, Laura, Jenn, Julia, Sasha, Shelly, Constance, Swaleha. And Pakistan &amp; Canada!", Sharmeen Obaid-Chinoy, 2015 (88th) Academy Awards
 Documentary (Short Subject), The White Helmets,"[unintelligible] Okay, well, thank you to the Academy for this huge honor to all of our teams. Of course to Netflix, our work family, for supporting us with this film. But most of all, thank you to the White Helmets.ORLANDO VON EINSIEDEL:Sadly, Raed Saleh, the head of the White Helmets, is not able to join us tonight. We have a very short statement from him that we'd like to share with you: We're so grateful that this film has highlighted our work to the world. Our organization is guided by a verse from the Koran: ""To save one life is to save all of humanity."" We have saved more than 82,000 Syrian lives. I invite anyone here who hears me to work on the side of life, to stop the bloodshed in Syria and around the world.It's very easy for these guys to feel they're forgotten. This war's been going on for six years. If everyone could just stand up and remind them that we all care that this war end as quickly as possible. Thank you.", Orlando von Einsiedel and Joanna Natasegara, 2016 (89th) Academy Awards
 Documentary (Short Subject), Heaven Is a Traffic Jam on the 405,"My kids are hosting an Oscar party, which I think probably just got a lot louder. This is amazing for so many reasons. The source of this film is the source of everything that's gone well for me for the last forty years; it's my wife, BJ Dockweiler. To Ting Poo, Casey Price, Paul Maroon, Masaki Yokochi, Ben Marias, thank you for giving the film what I couldn't. To Mindy, who's somewhere up there [looking toward the balcony section]. Mindy, I'm really proud of this, but I always knew that the only reason people would care about it is because we all care about you. Thank you.", Frank Stiefel, 2017 (90th) Academy Awards
 Directing, How Green Was My Valley,"I would like to say that first of all this is getting to be a habit of accepting awards that justly belong to Commander Ford. Commander Ford is missed greatly at 20th Century-Fox. But 20th Century-Fox is indeed proud of Commander Ford who is tonight on a ship somewhere in the Far East. And I'm sure that were he here he would congratulate all of the other nominees, and I am certain that he would feel that, again, he was very lucky. Thank you.", John Ford, 1941 (14th) Academy Awards
 Directing, Mrs. Miniver,"Thanks so much, everybody.  It makes me very happy to accept the award for Willy. I wish he could be here.  He's wanted an Oscar for a long time and I know it would thrill him an awful lot to be here. Probably as much as that fight over [unintelligible] did. Thank you so much.", William Wyler, 1942 (15th) Academy Awards
 Directing, The Best Years of Our Lives,I'm deeply grateful and very happy that the picture was liked so much.  Thank you., William Wyler, 1946 (19th) Academy Awards
 Directing, Gentleman's Agreement,"Thank you all very much.  I guess being a comparative newcomer to the industry I'm more grateful for the help I needed and received.  My debt to Laura Hobson and Darryl and Moss Hart are obvious, but Oscar here ought to be covered with the names of the men and women who every day on every shot helped me make this picture.  And I want to especially mention Artie Miller and Harmon Jones and let them know, here and now, how grateful I am for their help.  And thank you all, of course.", Elia Kazan, 1947 (20th) Academy Awards
 Directing, A Letter to Three Wives,"Thank you, brother Lupino. Miss Lupino's name, incidently, on the membership list of the Screen Directors Guild is Irving Lupino. That way we can keep the same informal tone to our meetings and there's the building cost to be considered.Ladies and gentlemen, this is something for which nobody in all honesty can be prepared. I am not prepared. This is a great honor and I am deeply appreciative. Thank you.", Joseph L. Mankiewicz, 1949 (22nd) Academy Awards
 Directing, All about Eve,[No speech.], Joseph L. Mankiewicz, 1950 (23rd) Academy Awards
 Directing, A Place in the Sun,"Excluding Mr. Hornbeck, and Miss Head, and Mr. Brown, and Mr. Wilson, and Mr. Waxman, and Mr. Mellor, I'd like to say thank you to all of those other talented people that brought us here tonight. Thank you.", George Stevens, 1951 (24th) Academy Awards
 Directing, The Quiet Man,"I keep remembering ""Stagecoach,"" ""Long Voyage Home,"" ""She Wore a Yellow Ribbon"" and many other pictures that Mr. Ford directed me in.  Naturally, as a ham, I'd remember the things that I was in, but I also remember ""How Green Was My Valley,"" and ""The Informer,"" ""The Grapes of Wrath,"" and other pictures.  It makes me very grateful that he asked me to be his proxy and accept this award – not to receive the money, but the award for it.  I'll take it to his home on Odin Street, a place he's lived in for thirty-five years, and proudly place this on his mantle with five other previous Academy Awards.", John Ford, 1952 (25th) Academy Awards
 Directing, From Here to Eternity,"I would like to thank the Pacific Command of the United States Army, all the way from General O'Daniel down to Warrant Officer Bill Mullen, for the wonderful help they gave us in this picture.  In addition I would like to thank Mr. Harry Cohn and all my friends at Columbia Studio, especially Dan Taradash and Buddy Adler, for the wonderful association.  Thank you very much.", Fred Zinnemann, 1953 (26th) Academy Awards
 Directing, On the Waterfront,"A director doesn't make a picture a whole lot of people do, and I thank each one of them.   Thank you.  Thank you, Marlon.", Elia Kazan, 1954 (27th) Academy Awards
 Directing, Marty,Thank you.  Thank you very much.  Appreciate it., Delbert Mann, 1955 (28th) Academy Awards
 Directing, Giant,"As the director chosen to come up here from this fine group of nominees, let me say for them and for myself, the director's chair is a wonderful place to see film from.", George Stevens, 1956 (29th) Academy Awards
 Directing, The Bridge on the River Kwai,"When we were sweating away in the jungles of Ceylon I never dreamt that bridge of ours would carry me here to Hollywood for the first time, let alone for this moment on this stage.  I'm very, very deeply honored, and thank you very much.", David Lean, 1957 (30th) Academy Awards
 Directing, Gigi,"Ever since ""Gigi"" was written years ago by Colette it's been produced through the years in many mediums, many versions and many languages, and it has a history of bringing wonderful things to the lives of people connected with these productions.  I know personally of a great many of them and I'm sure there're a great many more.  And it's brought wonderful things to us connected to this movie.  And to me tonight it's brought the proudest moment of my life, and I want to give my deepest gratitude to you and to ""Gigi"" for this great honor.", Vincente Minnelli, 1958 (31st) Academy Awards
 Directing, Ben-Hur,"My deepest appreciation to Sam Zimbalist and Joe Vogel for their confidence, and to my fellow members of  the Academy for this [raising the Oscar]. Thank you.", William Wyler, 1959 (32nd) Academy Awards
 Directing, The Apartment,"Thank you so much, you lovely discerning people. Thank you.", Billy Wilder, 1960 (33rd) Academy Awards
 Directing, West Side Story,"Thank you very, very much for this honor. I appreciate it deeply and I want to thank heartily all the scores of wonderful people – artists, technicians, writers, musicians – all who did such a tremendous job in helping us put ""West Side Story"" up on the screen. Thank you.JEROME ROBBINS:I'd like to thank the producers of the movie and also the producers of the original play: Hal Prince and the late Bobby Griffith. Thank you."," Robert Wise, Jerome Robbins", 1961 (34th) Academy Awards
 Directing, Lawrence of Arabia,This limey is deeply touched and greatly honored. Thank you., David Lean, 1962 (35th) Academy Awards
 Directing, Tom Jones,"I'm so happy to take this back for Tony. It was a very richly deserved award, I think, and we're very grateful indeed to you for giving it to him. Thank you very much indeed.", Tony Richardson, 1963 (36th) Academy Awards
 Directing, My Fair Lady,"I'm very grateful and very happy and very lucky. I had wonderful material to work with. I daren't name all the people that helped. I want to thank Mr. Jack Warner, who gave every support, every encouragement. Wonderful artists to work with. I must make a deep bow to Mr. Rex Harrison and to adorable Audrey Hepburn. I thank everybody and I thank you.", George Cukor, 1964 (37th) Academy Awards
 Directing, The Sound of Music,"Oh, it gives me the greatest pleasure in the world to accept this for Robert Wise. I know he's heartbroken not to be here this evening. Unfortunately, he's busy filming in Hong Kong, but on his behalf thank you very, very much indeed.", Robert Wise, 1965 (38th) Academy Awards
 Directing, A Man for All Seasons,"Ladies and gentlemen, on behalf of all the people who worked on ""Man for All Seasons,"" especially Robert Bolt, John Box and Bill Graf, I would like to thank you for this great honor. I must also thank the Columbia executives, and especially Mike Frankovich, for the courage, enthusiasm and faith they had in this project. Thank you.", Fred Zinnemann, 1966 (39th) Academy Awards
 Directing, The Graduate,"Until this moment my greatest pleasure in ""The Graduate"" was making it, because it's a picture made by a group. And we cared for each other and we cared for what we were doing. So this award quite literally belongs to them at least as much as it does to me. I'm grateful to them and to the Academy and to the movies themselves. And I'd also like to wish my mother a happy birthday. Thank you.", Mike Nichols, 1967 (40th) Academy Awards
 Directing, Oliver!,"Not having made a musical before you can imagine what I owe to other people. There's Onna White and of course Lionel Bart and Johnny Green, but so many others that have helped me throughout it. But I would like to just make a special mention for our producer, John Woolf. And on behalf of all of them, I would just like to say how very proud and honored I am that you've given me your Oscar tonight. Thank you.", Carol Reed, 1968 (41st) Academy Awards
 Directing, Midnight Cowboy,"John wishes he could have been here tonight. He's right in the middle of shooting his next motion picture, ""Bloody Sunday."" And I think he's on the phone in the back.For him I'd like to say this: He'd like to thank James Leo Herlihy for his novel, and all his American friends who made him feel so at home and worked so hard for something he cared so very much for. Thank you.", John Schlesinger, 1969 (42nd) Academy Awards
 Directing, Patton,"I'm sure if Franklin Schaffner were here tonight he would say that it's an honor to accept this award. I know he would thank you for it. But since he isn't… [Ryan O'Neal delivers the Oscar to the podium.] Thank you, Ryan. But since he isn't here, let me say that you couldn't have given it to a better fella. He deserves it. I know, I was there. Thank you.", Franklin J. Schaffner, 1970 (43rd) Academy Awards
 Directing, The French Connection,"This is a tremendous honor and I'm very proud to accept it.  I'm proud, too, of the people that helped me to make ""The French Connection"":  the people of Twentieth Century-Fox; the entire cast and crew, especially Roy Scheider and Gene Hackman for their fine performances; Jerry Greenberg, for his cutting; Owen Roizman, for his photography.  But most of all, I would like to thank the man who made it all possible, not only made it possible for the picture to be made but for me to direct it.  I owe it all to him.  His name is Phil D'Antoni.  Thank you very much, ladies and gentlemen.", William Friedkin, 1971 (44th) Academy Awards
 Directing, Cabaret,"Thank you.  Thank you very much.  Thank you.  I must say I feel a little like Clint Eastwood, that you're letting me stand up here because Coppola or Mankiewicz hasn't shown up yet.  But being characteristically a pessimist and cynic, this and some of the other nice things that have happened to me the last couple days may turn me into some sort of hopeful optimist and ruin my whole life.There's so many people to thank.  You've heard a lot of the names, but it's important for me to say them, and I'm sure I'm gonna miss some of the ones and regret it tomorrow.  Of course Liza, and Joel, Michael York, Marisa Berenson, Marty Baum, Manny Wolf, Kander and Ebb.  A terrific guy by the name of Doug Green.  A dear friend of mine by the name of Gwen Verdon.  And I'd also like to mention Cy Feuer, the producer, with whom I had a lot of disputes.  But on a night like this you start having affection for everybody.  Thank you.", Bob Fosse, 1972 (45th) Academy Awards
 Directing, The Sting,"Thank you all very much.  I'd like to thank the members of the Academy.  I also have a bit of advice for my fellow directors, and that's next time out get a script by David Ward; get a cameraman like the great Bob Surtees; get Marion Dougherty to do your casting for you that might include a Bob Shaw; and pull in a couple of ringers like Newman and Redford.  And it helps, believe me.  Thank you very much.", George Roy Hill, 1973 (46th) Academy Awards
